Trial#	TargetAngle	XCursor(px)	YCursor(px)	XRobot(m)	YRobot(m)	XScreenOffset(px)	YScreenOffset(px)	XHomePosition(m)	YHomePosition(m)	XTarget(m)	YTarget(m)	Block#	Rotation	Time(ms)
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	740
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	760
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	780
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	800
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	820
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	840
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	860
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	880
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	900
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	920
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	940
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	960
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	980
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1000
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1020
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1040
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1060
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1080
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1100
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1120
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1140
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1160
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1180
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1200
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1220
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1240
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1260
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1280
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1300
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1320
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1340
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1360
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1380
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1400
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1420
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1440
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1460
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1480
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1500
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1520
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1540
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1560
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1580
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1600
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1620
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1640
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1660
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1680
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1700
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1720
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1740
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1760
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1780
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1800
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1820
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1840
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1860
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1880
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1900
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1920
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1940
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1960
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	1980
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2000
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2021
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2040
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2060
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2080
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2100
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2120
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2140
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2160
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2180
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2200
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2220
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2240
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2260
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2280
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2300
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2320
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2340
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2360
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2380
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2400
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2420
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2440
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2460
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2480
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2500
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2520
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2540
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2560
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2580
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2600
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2620
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2640
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2660
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2680
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2700
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2720
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2740
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2760
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2780
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2800
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2820
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2840
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2860
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2880
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2900
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2920
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2940
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2960
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	2980
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3000
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3020
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3040
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3060
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3080
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3100
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3120
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3140
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3160
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3180
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3200
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3220
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3240
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3260
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3280
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3300
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3320
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3340
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3360
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3380
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3400
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3420
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3440
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3460
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3480
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3500
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3520
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3540
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3560
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3580
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3600
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3620
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3640
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3660
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3680
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3700
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3720
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3740
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3760
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3780
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3800
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3820
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3840
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3860
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3880
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3900
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3920
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3940
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3960
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	3980
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4000
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4020
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4041
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4060
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4080
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4100
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4120
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4140
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4160
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4180
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4200
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4220
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4240
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4260
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4280
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4300
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4320
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4340
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4360
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4380
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4400
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4420
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4440
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4460
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4480
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4500
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4520
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4540
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4560
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4580
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4600
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4620
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4640
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4660
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4680
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4700
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4720
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4740
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4760
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4780
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4800
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4820
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4840
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4860
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4880
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4900
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4920
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4944
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4960
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	4980
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5000
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5020
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5040
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5060
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5080
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5100
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5120
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5140
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5160
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5180
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5200
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5220
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5240
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5260
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5280
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5300
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5320
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5340
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5360
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5380
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5400
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5420
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5440
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5460
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5480
1	90	1351.008157	1516.269168	0.252252	0.343669	528	395	0	-0.085	0	0.035	1	0	5500
